Agent setting:  OrderedDict([('actor_critic_dim', 128), ('n_hidden', 1), ('pi_lr', 0.0001), ('qf_vf_lr', 0.0001), ('sample_for_eval', False), ('use_true_q', False), ('entropy_scale', 0.1), ('l_param', 6), ('N_param', 64), ('optim_type', 'wis'), ('q_update_type', 'sac'), ('use_replay', True), ('use_target', False), ('batch_size', 32), ('use_hard_policy', False), ('use_hard_value', False), ('n_action_points', 128)])
Num. Integration points: 3234
Start run at: 2020-10-13 01:35:05.194994

=== EVAL :: ep: 0, r: -0.9007142317288475, n_steps: 1000, elapsed: 00:00:02
Train:: ep: 190, r: -64.5836602962911, n_steps: 1000, elapsed: 00:00:36
Train:: ep: 191, r: 518.7456782708322, n_steps: 1000, elapsed: 00:00:36
Train:: ep: 192, r: 836.3832674409184, n_steps: 1000, elapsed: 00:00:36
Train:: ep: 193, r: 733.5854677880141, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 194, r: 377.7497227522722, n_steps: 1000, elapsed: 00:00:36
Train:: ep: 195, r: 991.5740665158121, n_steps: 1000, elapsed: 00:00:36
Train:: ep: 196, r: 301.6558833692852, n_steps: 1000, elapsed: 00:00:36
Train:: ep: 197, r: -212.15927706999557, n_steps: 1000, elapsed: 00:00:36
Train:: ep: 198, r: 931.9226624238988, n_steps: 1000, elapsed: 00:00:36
Train:: ep: 199, r: 973.8896542819572, n_steps: 1000, elapsed: 00:00:36
Train:: ep: 200, r: 850.789935310048, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 201, r: 926.9262472038406, n_steps: 1000, elapsed: 00:00:36
Train:: ep: 202, r: 991.5961705079433, n_steps: 1000, elapsed: 00:00:36
Train:: ep: 203, r: 1019.6878269955746, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 204, r: 1071.6352688863658, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 205, r: 886.8400853531027, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 206, r: 1014.9673467425774, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 207, r: 993.6784383510766, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 208, r: 1136.8893245302856, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 209, r: 1122.4041166981258, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 210, r: 1139.6367055543647, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 211, r: -186.01814316599862, n_steps: 1000, elapsed: 00:00:36
Train:: ep: 212, r: 1111.171149645711, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 213, r: 1053.761521928336, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 214, r: 705.411769424313, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 215, r: 1121.4229968053864, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 216, r: 1118.6936057359105, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 217, r: 1069.1750826143923, n_steps: 1000, elapsed: 00:00:36
Train:: ep: 218, r: 1099.2036916389309, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 219, r: 1091.446389922984, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 220, r: 918.6427811182389, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 221, r: 1159.2716940015662, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 222, r: 1022.4824064226076, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 223, r: 1040.8585667729856, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 224, r: 138.6080527272229, n_steps: 1000, elapsed: 00:00:36
Train:: ep: 225, r: 1188.4094395801603, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 226, r: 439.01783765565983, n_steps: 1000, elapsed: 00:00:36
Train:: ep: 227, r: 1225.1564523817717, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 228, r: 1283.412726059247, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 229, r: 605.0913704378045, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 230, r: 1206.4616983556937, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 231, r: 656.1501304521685, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 232, r: 1202.5949577919732, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 233, r: 196.0955767313066, n_steps: 1000, elapsed: 00:00:36
Train:: ep: 234, r: 358.88936831427594, n_steps: 1000, elapsed: 00:00:37
Train:: ep: 235, r: 1346.7527831924037, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 236, r: 1325.9822061758452, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 237, r: 471.0677356069324, n_steps: 1000, elapsed: 00:00:36
Train:: ep: 238, r: 423.13770564662445, n_steps: 1000, elapsed: 00:00:36
Train:: ep: 239, r: 1180.7157389481092, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 240, r: 69.7350907974091, n_steps: 1000, elapsed: 00:00:36
Train:: ep: 241, r: 1300.8087312210962, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 242, r: 1028.3542458062968, n_steps: 1000, elapsed: 00:00:40
Train:: ep: 243, r: 927.5461797066771, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 244, r: 1106.188124445469, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 245, r: 1219.348422622913, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 246, r: 1278.4720826521543, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 247, r: 1257.2473300656634, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 248, r: 484.27498822797975, n_steps: 1000, elapsed: 00:00:36
Train:: ep: 249, r: 1188.213291551403, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 250, r: 276.3866488837769, n_steps: 1000, elapsed: 00:00:36
Train:: ep: 251, r: 1281.2310507817663, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 252, r: 1146.6390675520781, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 253, r: 735.6754840803693, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 254, r: 388.800389135979, n_steps: 1000, elapsed: 00:00:36
Train:: ep: 255, r: 1128.5209581203535, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 256, r: 1156.2053024914949, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 257, r: 1320.9404993483608, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 258, r: 1259.2598189698228, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 259, r: 1162.4902700644882, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 260, r: 1268.5269962827483, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 261, r: 1063.2627324737964, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 262, r: 1280.7310457485682, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 263, r: 592.2071255045416, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 264, r: 1219.5712144918987, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 265, r: 1379.215630201135, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 266, r: 1256.5559411362435, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 267, r: 735.3841538957431, n_steps: 1000, elapsed: 00:00:36
Train:: ep: 268, r: 1222.4894619566383, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 269, r: 45.65880955577557, n_steps: 1000, elapsed: 00:00:37
Train:: ep: 270, r: 1349.454869980457, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 271, r: 593.4407402321467, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 272, r: 704.1675330787423, n_steps: 1000, elapsed: 00:00:36
Train:: ep: 273, r: 719.0036404133597, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 274, r: 1256.946952413024, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 275, r: 1287.504460487981, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 276, r: 1468.6254530187182, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 277, r: 1312.141526002773, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 278, r: 58.46551965296302, n_steps: 1000, elapsed: 00:00:36
Train:: ep: 279, r: 1282.5535304926907, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 280, r: 1277.8977652031242, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 281, r: -30.20119865242604, n_steps: 1000, elapsed: 00:00:36
Train:: ep: 282, r: 1313.1543344383801, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 283, r: 951.4728771906371, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 284, r: 1244.126937546746, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 285, r: 829.1446375939395, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 286, r: -8.023993158490464, n_steps: 1000, elapsed: 00:00:36
Train:: ep: 287, r: 1236.7698303859117, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 288, r: 1324.2180315682754, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 289, r: 471.4912528970568, n_steps: 1000, elapsed: 00:00:36
Train:: ep: 290, r: 1210.0622600550282, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 291, r: 1302.2042284251952, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 292, r: 895.9548248702832, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 293, r: 1368.419240684532, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 294, r: 1048.2681477498347, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 295, r: 1252.094000268847, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 296, r: 524.6247345528288, n_steps: 1000, elapsed: 00:00:36
Train:: ep: 297, r: 217.44917482592865, n_steps: 1000, elapsed: 00:00:36
Train:: ep: 298, r: 1349.3058611804936, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 299, r: 1322.045750271852, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 300, r: 1453.6484611062788, n_steps: 1000, elapsed: 00:00:36
Train:: ep: 301, r: 1382.8001445591499, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 302, r: 1441.4131777775945, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 303, r: 1415.8265518988248, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 304, r: -56.64081445250338, n_steps: 1000, elapsed: 00:00:36
Train:: ep: 305, r: 1485.0504245780742, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 306, r: 1520.9324656598462, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 307, r: 1410.7064250295832, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 308, r: 1453.8886682860018, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 309, r: 1003.4358767419573, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 310, r: 1375.0211215075735, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 311, r: 1483.0440783916226, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 312, r: 1469.348610648158, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 313, r: 1466.741589544479, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 314, r: 1449.6045492464839, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 315, r: 1439.8653675831786, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 316, r: 1452.1391201530762, n_steps: 1000, elapsed: 00:00:35
Train:: ep: 317, r: 1633.2238179518067, n_steps: 1000, elapsed: 00:00:35
