Agent setting:  OrderedDict([('actor_critic_dim', 128), ('n_hidden', 1), ('pi_lr', 0.0001), ('qf_vf_lr', 0.0001), ('sample_for_eval', False), ('use_true_q', False), ('entropy_scale', 0.005), ('l_param', 6), ('N_param', 64), ('optim_type', 'wis'), ('q_update_type', 'sac'), ('use_replay', True), ('use_target', False), ('batch_size', 32), ('use_hard_policy', False), ('use_hard_value', False), ('n_action_points', 128)])
Num. Integration points: 187
Start run at: 2020-10-13 01:35:04.347467

=== EVAL :: ep: 0, r: -18.589694227688852, n_steps: 50, elapsed: 00:00:00
Train:: ep: 67, r: -48.48754028416164, n_steps: 50, elapsed: 00:00:01
Train:: ep: 68, r: -53.634673540842286, n_steps: 50, elapsed: 00:00:01
Train:: ep: 69, r: -46.35501189095746, n_steps: 50, elapsed: 00:00:01
Train:: ep: 70, r: -47.88085027874174, n_steps: 50, elapsed: 00:00:01
Train:: ep: 71, r: -49.04906184596178, n_steps: 50, elapsed: 00:00:01
Train:: ep: 72, r: -47.92009380990339, n_steps: 50, elapsed: 00:00:01
Train:: ep: 73, r: -29.534333183789578, n_steps: 50, elapsed: 00:00:01
Train:: ep: 74, r: -37.71411355232348, n_steps: 50, elapsed: 00:00:01
Train:: ep: 75, r: -32.36831385676842, n_steps: 50, elapsed: 00:00:01
Train:: ep: 76, r: -40.01298543039611, n_steps: 50, elapsed: 00:00:01
Train:: ep: 77, r: -24.609177080844404, n_steps: 50, elapsed: 00:00:01
Train:: ep: 78, r: -19.201059908621314, n_steps: 50, elapsed: 00:00:01
Train:: ep: 79, r: -24.261537434285785, n_steps: 50, elapsed: 00:00:01
Train:: ep: 80, r: -14.381682864348297, n_steps: 50, elapsed: 00:00:01
Train:: ep: 81, r: -20.852134005775223, n_steps: 50, elapsed: 00:00:01
Train:: ep: 82, r: -19.110010924789183, n_steps: 50, elapsed: 00:00:01
Train:: ep: 83, r: -17.632878554566933, n_steps: 50, elapsed: 00:00:01
Train:: ep: 84, r: -14.208337374374528, n_steps: 50, elapsed: 00:00:01
Train:: ep: 85, r: -13.64465100454564, n_steps: 50, elapsed: 00:00:01
Train:: ep: 86, r: -26.57792101134168, n_steps: 50, elapsed: 00:00:01
Train:: ep: 87, r: -28.72825179470275, n_steps: 50, elapsed: 00:00:01
Train:: ep: 88, r: -39.95684589414688, n_steps: 50, elapsed: 00:00:01
Train:: ep: 89, r: -31.25774980022916, n_steps: 50, elapsed: 00:00:01
Train:: ep: 90, r: -27.346867071574277, n_steps: 50, elapsed: 00:00:01
Train:: ep: 91, r: -33.18291790812822, n_steps: 50, elapsed: 00:00:01
Train:: ep: 92, r: -35.0157801376576, n_steps: 50, elapsed: 00:00:01
Train:: ep: 93, r: -29.559470951101115, n_steps: 50, elapsed: 00:00:01
Train:: ep: 94, r: -30.63206103473255, n_steps: 50, elapsed: 00:00:01
Train:: ep: 95, r: -34.25625647482852, n_steps: 50, elapsed: 00:00:01
Train:: ep: 96, r: -38.523493898763896, n_steps: 50, elapsed: 00:00:01
Train:: ep: 97, r: -36.852978836806074, n_steps: 50, elapsed: 00:00:01
Train:: ep: 98, r: -29.60566438407959, n_steps: 50, elapsed: 00:00:01
Train:: ep: 99, r: -27.657496130106637, n_steps: 50, elapsed: 00:00:01
Train:: ep: 100, r: -32.13461877252815, n_steps: 50, elapsed: 00:00:01
Train:: ep: 101, r: -20.10703460420386, n_steps: 50, elapsed: 00:00:01
Train:: ep: 102, r: -20.675708498814217, n_steps: 50, elapsed: 00:00:01
Train:: ep: 103, r: -19.9248965965123, n_steps: 50, elapsed: 00:00:01
Train:: ep: 104, r: -19.50188883825931, n_steps: 50, elapsed: 00:00:01
Train:: ep: 105, r: -28.82349273962665, n_steps: 50, elapsed: 00:00:01
Train:: ep: 106, r: -24.89818309926264, n_steps: 50, elapsed: 00:00:01
Train:: ep: 107, r: -21.432408349434283, n_steps: 50, elapsed: 00:00:01
Train:: ep: 108, r: -24.411694475985282, n_steps: 50, elapsed: 00:00:01
Train:: ep: 109, r: -21.523842660014342, n_steps: 50, elapsed: 00:00:01
Train:: ep: 110, r: -20.13725135504208, n_steps: 50, elapsed: 00:00:01
Train:: ep: 111, r: -15.52653795849731, n_steps: 50, elapsed: 00:00:01
Train:: ep: 112, r: -16.109200286237705, n_steps: 50, elapsed: 00:00:01
Train:: ep: 113, r: -14.54217846314983, n_steps: 50, elapsed: 00:00:01
Train:: ep: 114, r: -19.11256012827763, n_steps: 50, elapsed: 00:00:01
Train:: ep: 115, r: -12.473795240197719, n_steps: 50, elapsed: 00:00:01
Train:: ep: 116, r: -14.02728416069357, n_steps: 50, elapsed: 00:00:01
Train:: ep: 117, r: -18.965155450666934, n_steps: 50, elapsed: 00:00:01
Train:: ep: 118, r: -12.433292544147381, n_steps: 50, elapsed: 00:00:01
Train:: ep: 119, r: -16.498115295914413, n_steps: 50, elapsed: 00:00:01
Train:: ep: 120, r: -16.314754444568045, n_steps: 50, elapsed: 00:00:01
Train:: ep: 121, r: -12.111547594293729, n_steps: 50, elapsed: 00:00:01
Train:: ep: 122, r: -12.634039145525175, n_steps: 50, elapsed: 00:00:01
Train:: ep: 123, r: -16.978429124266327, n_steps: 50, elapsed: 00:00:01
Train:: ep: 124, r: -13.566878496483705, n_steps: 50, elapsed: 00:00:01
Train:: ep: 125, r: -11.397949706814643, n_steps: 50, elapsed: 00:00:01
Train:: ep: 126, r: -11.138479184590581, n_steps: 50, elapsed: 00:00:01
Train:: ep: 127, r: -14.84109383593803, n_steps: 50, elapsed: 00:00:01
Train:: ep: 128, r: -16.793691394725546, n_steps: 50, elapsed: 00:00:01
Train:: ep: 129, r: -19.122131362217026, n_steps: 50, elapsed: 00:00:01
Train:: ep: 130, r: -11.413365675665162, n_steps: 50, elapsed: 00:00:01
Train:: ep: 131, r: -10.476938988351078, n_steps: 50, elapsed: 00:00:01
Train:: ep: 132, r: -11.237733872563076, n_steps: 50, elapsed: 00:00:01
Train:: ep: 133, r: -12.545611666493457, n_steps: 50, elapsed: 00:00:01
Train:: ep: 134, r: -10.592778106113746, n_steps: 50, elapsed: 00:00:01
Train:: ep: 135, r: -12.177881736587238, n_steps: 50, elapsed: 00:00:01
Train:: ep: 136, r: -17.939210785897963, n_steps: 50, elapsed: 00:00:01
Train:: ep: 137, r: -7.417054442080046, n_steps: 50, elapsed: 00:00:01
Train:: ep: 138, r: -16.168341573192187, n_steps: 50, elapsed: 00:00:01
Train:: ep: 139, r: -10.34907577280518, n_steps: 50, elapsed: 00:00:01
Train:: ep: 140, r: -14.648042926080356, n_steps: 50, elapsed: 00:00:01
Train:: ep: 141, r: -9.585912562452396, n_steps: 50, elapsed: 00:00:01
Train:: ep: 142, r: -15.745288086990266, n_steps: 50, elapsed: 00:00:01
Train:: ep: 143, r: -13.33887695774683, n_steps: 50, elapsed: 00:00:01
Train:: ep: 144, r: -12.38694474513592, n_steps: 50, elapsed: 00:00:01
Train:: ep: 145, r: -10.068206414898485, n_steps: 50, elapsed: 00:00:01
Train:: ep: 146, r: -11.730716496854502, n_steps: 50, elapsed: 00:00:01
Train:: ep: 147, r: -11.887219914860273, n_steps: 50, elapsed: 00:00:01
Train:: ep: 148, r: -13.178856832916535, n_steps: 50, elapsed: 00:00:01
Train:: ep: 149, r: -8.834822450070106, n_steps: 50, elapsed: 00:00:01
Train:: ep: 150, r: -14.091986145374161, n_steps: 50, elapsed: 00:00:01
Train:: ep: 151, r: -8.6249948224716, n_steps: 50, elapsed: 00:00:01
Train:: ep: 152, r: -10.88838608655653, n_steps: 50, elapsed: 00:00:01
Train:: ep: 153, r: -14.865606862906143, n_steps: 50, elapsed: 00:00:01
Train:: ep: 154, r: -15.440338845819223, n_steps: 50, elapsed: 00:00:01
Train:: ep: 155, r: -8.877584673521104, n_steps: 50, elapsed: 00:00:01
Train:: ep: 156, r: -13.600467781667238, n_steps: 50, elapsed: 00:00:01
Train:: ep: 157, r: -20.7278642362274, n_steps: 50, elapsed: 00:00:01
Train:: ep: 158, r: -9.819285567039426, n_steps: 50, elapsed: 00:00:01
Train:: ep: 159, r: -8.982403794973157, n_steps: 50, elapsed: 00:00:01
Train:: ep: 160, r: -22.060007372580106, n_steps: 50, elapsed: 00:00:01
Train:: ep: 161, r: -17.281662923469575, n_steps: 50, elapsed: 00:00:01
Train:: ep: 162, r: -16.437125172800364, n_steps: 50, elapsed: 00:00:01
Train:: ep: 163, r: -17.443004687568894, n_steps: 50, elapsed: 00:00:01
Train:: ep: 164, r: -14.276331805939718, n_steps: 50, elapsed: 00:00:01
Train:: ep: 165, r: -7.859508021439158, n_steps: 50, elapsed: 00:00:01
Train:: ep: 166, r: -15.051539264810497, n_steps: 50, elapsed: 00:00:01
Train:: ep: 167, r: -8.915199596145861, n_steps: 50, elapsed: 00:00:01
Train:: ep: 168, r: -8.398369376185963, n_steps: 50, elapsed: 00:00:01
Train:: ep: 169, r: -10.207129808152446, n_steps: 50, elapsed: 00:00:01
Train:: ep: 170, r: -9.707634385039885, n_steps: 50, elapsed: 00:00:01
Train:: ep: 171, r: -19.873029314777188, n_steps: 50, elapsed: 00:00:01
Train:: ep: 172, r: -11.589000739028553, n_steps: 50, elapsed: 00:00:01
Train:: ep: 173, r: -6.73153451494622, n_steps: 50, elapsed: 00:00:01
Train:: ep: 174, r: -16.25814431722869, n_steps: 50, elapsed: 00:00:01
Train:: ep: 175, r: -18.496599722862186, n_steps: 50, elapsed: 00:00:01
Train:: ep: 176, r: -11.0069508536521, n_steps: 50, elapsed: 00:00:01
Train:: ep: 177, r: -14.809781517173763, n_steps: 50, elapsed: 00:00:01
Train:: ep: 178, r: -13.552144796866708, n_steps: 50, elapsed: 00:00:01
Train:: ep: 179, r: -10.95243679918206, n_steps: 50, elapsed: 00:00:01
Train:: ep: 180, r: -8.767472200199416, n_steps: 50, elapsed: 00:00:01
Train:: ep: 181, r: -9.22979890564937, n_steps: 50, elapsed: 00:00:01
Train:: ep: 182, r: -8.994604003417855, n_steps: 50, elapsed: 00:00:01
Train:: ep: 183, r: -6.275844959475186, n_steps: 50, elapsed: 00:00:01
Train:: ep: 184, r: -8.792221095036515, n_steps: 50, elapsed: 00:00:01
Train:: ep: 185, r: -16.78464356680745, n_steps: 50, elapsed: 00:00:01
Train:: ep: 186, r: -13.560799907926157, n_steps: 50, elapsed: 00:00:01
Train:: ep: 187, r: -17.25160484089713, n_steps: 50, elapsed: 00:00:01
Train:: ep: 188, r: -4.321060787238476, n_steps: 50, elapsed: 00:00:01
Train:: ep: 189, r: -6.8563422144961015, n_steps: 50, elapsed: 00:00:01
Train:: ep: 190, r: -18.649301092805082, n_steps: 50, elapsed: 00:00:01
Train:: ep: 191, r: -12.994169956979807, n_steps: 50, elapsed: 00:00:01
Train:: ep: 192, r: -8.688356131163916, n_steps: 50, elapsed: 00:00:01
Train:: ep: 193, r: -13.966882663015634, n_steps: 50, elapsed: 00:00:01
Train:: ep: 194, r: -5.621927102830727, n_steps: 50, elapsed: 00:00:01
Train:: ep: 195, r: -7.5769845777117215, n_steps: 50, elapsed: 00:00:01
Train:: ep: 196, r: -10.491934559414338, n_steps: 50, elapsed: 00:00:01
Train:: ep: 197, r: -15.418677036431264, n_steps: 50, elapsed: 00:00:01
Train:: ep: 198, r: -15.17622797503028, n_steps: 50, elapsed: 00:00:01
Train:: ep: 199, r: -7.177750927488661, n_steps: 50, elapsed: 00:00:01
Train:: ep: 200, r: -15.85955077407014, n_steps: 50, elapsed: 00:00:01
Train:: ep: 201, r: -10.379835114910806, n_steps: 50, elapsed: 00:00:01
Train:: ep: 202, r: -12.744137464132503, n_steps: 50, elapsed: 00:00:01
Train:: ep: 203, r: -9.80461778927953, n_steps: 50, elapsed: 00:00:01
Train:: ep: 204, r: -10.673535221938673, n_steps: 50, elapsed: 00:00:01
Train:: ep: 205, r: -9.060926151505726, n_steps: 50, elapsed: 00:00:01
Train:: ep: 206, r: -6.628645215742123, n_steps: 50, elapsed: 00:00:01
Train:: ep: 207, r: -8.108782608686628, n_steps: 50, elapsed: 00:00:01
Train:: ep: 208, r: -13.853985072980338, n_steps: 50, elapsed: 00:00:01
Train:: ep: 209, r: -11.49880063692379, n_steps: 50, elapsed: 00:00:01
Train:: ep: 210, r: -16.094961345667425, n_steps: 50, elapsed: 00:00:01
Train:: ep: 211, r: -9.278062697049137, n_steps: 50, elapsed: 00:00:01
Train:: ep: 212, r: -6.4923489654135045, n_steps: 50, elapsed: 00:00:01
Train:: ep: 213, r: -8.40496098163453, n_steps: 50, elapsed: 00:00:01
Train:: ep: 214, r: -7.763142001068919, n_steps: 50, elapsed: 00:00:01
Train:: ep: 215, r: -11.610498553460763, n_steps: 50, elapsed: 00:00:01
Train:: ep: 216, r: -6.4014640380027705, n_steps: 50, elapsed: 00:00:01
Train:: ep: 217, r: -14.40363018140578, n_steps: 50, elapsed: 00:00:01
Train:: ep: 218, r: -11.6517050667114, n_steps: 50, elapsed: 00:00:01
Train:: ep: 219, r: -13.312724618174999, n_steps: 50, elapsed: 00:00:01
Train:: ep: 220, r: -13.537812172440859, n_steps: 50, elapsed: 00:00:01
Train:: ep: 221, r: -8.044790545230425, n_steps: 50, elapsed: 00:00:01
Train:: ep: 222, r: -7.898782022334517, n_steps: 50, elapsed: 00:00:01
Train:: ep: 223, r: -12.236285462422224, n_steps: 50, elapsed: 00:00:01
Train:: ep: 224, r: -9.29745976875554, n_steps: 50, elapsed: 00:00:01
Train:: ep: 225, r: -11.664157524740041, n_steps: 50, elapsed: 00:00:01
Train:: ep: 226, r: -14.587443304299706, n_steps: 50, elapsed: 00:00:01
Train:: ep: 227, r: -15.693447187999325, n_steps: 50, elapsed: 00:00:01
Train:: ep: 228, r: -12.22154896919955, n_steps: 50, elapsed: 00:00:01
Train:: ep: 229, r: -9.031562175788928, n_steps: 50, elapsed: 00:00:01
Train:: ep: 230, r: -6.345990832295986, n_steps: 50, elapsed: 00:00:01
Train:: ep: 231, r: -6.812791877693424, n_steps: 50, elapsed: 00:00:01
Train:: ep: 232, r: -7.748583820202086, n_steps: 50, elapsed: 00:00:01
Train:: ep: 233, r: -18.016244932736242, n_steps: 50, elapsed: 00:00:01
Train:: ep: 234, r: -17.755215158761512, n_steps: 50, elapsed: 00:00:01
Train:: ep: 235, r: -6.449900482712286, n_steps: 50, elapsed: 00:00:01
Train:: ep: 236, r: -9.667958858233296, n_steps: 50, elapsed: 00:00:01
Train:: ep: 237, r: -16.73100208018128, n_steps: 50, elapsed: 00:00:01
Train:: ep: 238, r: -11.114472183618265, n_steps: 50, elapsed: 00:00:01
Train:: ep: 239, r: -12.958265056023219, n_steps: 50, elapsed: 00:00:01
Train:: ep: 240, r: -8.302321403786987, n_steps: 50, elapsed: 00:00:01
Train:: ep: 241, r: -13.99997356674597, n_steps: 50, elapsed: 00:00:01
Train:: ep: 242, r: -12.175856077472655, n_steps: 50, elapsed: 00:00:01
Train:: ep: 243, r: -7.613616824463669, n_steps: 50, elapsed: 00:00:01
Train:: ep: 244, r: -14.439361615633956, n_steps: 50, elapsed: 00:00:01
Train:: ep: 245, r: -16.86886847587362, n_steps: 50, elapsed: 00:00:01
Train:: ep: 246, r: -18.66501711177904, n_steps: 50, elapsed: 00:00:01
Train:: ep: 247, r: -17.276662035531146, n_steps: 50, elapsed: 00:00:01
Train:: ep: 248, r: -14.792487035911245, n_steps: 50, elapsed: 00:00:01
Train:: ep: 249, r: -6.883078038178661, n_steps: 50, elapsed: 00:00:01
Train:: ep: 250, r: -6.038949825018829, n_steps: 50, elapsed: 00:00:01
Train:: ep: 251, r: -12.239143948914434, n_steps: 50, elapsed: 00:00:01
Train:: ep: 252, r: -17.48865751728919, n_steps: 50, elapsed: 00:00:01
Train:: ep: 253, r: -6.841398525773732, n_steps: 50, elapsed: 00:00:01
Train:: ep: 254, r: -16.591467951889665, n_steps: 50, elapsed: 00:00:01
Train:: ep: 255, r: -11.263147881627377, n_steps: 50, elapsed: 00:00:01
Train:: ep: 256, r: -13.6034666803043, n_steps: 50, elapsed: 00:00:01
Train:: ep: 257, r: -19.967070111947333, n_steps: 50, elapsed: 00:00:01
Train:: ep: 258, r: -18.702978682232537, n_steps: 50, elapsed: 00:00:01
Train:: ep: 259, r: -15.07435729660888, n_steps: 50, elapsed: 00:00:01
Train:: ep: 260, r: -14.315711735264562, n_steps: 50, elapsed: 00:00:01
Train:: ep: 261, r: -16.712381660125295, n_steps: 50, elapsed: 00:00:01
Train:: ep: 262, r: -7.16340393911801, n_steps: 50, elapsed: 00:00:01
Train:: ep: 263, r: -12.738130643135724, n_steps: 50, elapsed: 00:00:01
Train:: ep: 264, r: -11.059825883811387, n_steps: 50, elapsed: 00:00:01
Train:: ep: 265, r: -19.120144207190627, n_steps: 50, elapsed: 00:00:01
Train:: ep: 266, r: -8.734554052040108, n_steps: 50, elapsed: 00:00:01
Train:: ep: 267, r: -14.450974566181728, n_steps: 50, elapsed: 00:00:01
Train:: ep: 268, r: -6.6965990856078506, n_steps: 50, elapsed: 00:00:01
Train:: ep: 269, r: -6.434542210720781, n_steps: 50, elapsed: 00:00:01
Train:: ep: 270, r: -7.851533538538063, n_steps: 50, elapsed: 00:00:01
Train:: ep: 271, r: -8.896128620014508, n_steps: 50, elapsed: 00:00:01
Train:: ep: 272, r: -12.030755933051362, n_steps: 50, elapsed: 00:00:01
Train:: ep: 273, r: -15.076190205639936, n_steps: 50, elapsed: 00:00:01
Train:: ep: 274, r: -9.497952690786052, n_steps: 50, elapsed: 00:00:01
Train:: ep: 275, r: -13.236204331630999, n_steps: 50, elapsed: 00:00:01
Train:: ep: 276, r: -8.648325814842707, n_steps: 50, elapsed: 00:00:01
Train:: ep: 277, r: -15.494875655257129, n_steps: 50, elapsed: 00:00:01
Train:: ep: 278, r: -9.7464394428165, n_steps: 50, elapsed: 00:00:01
Train:: ep: 279, r: -17.02242875171495, n_steps: 50, elapsed: 00:00:01
Train:: ep: 280, r: -11.70019052193437, n_steps: 50, elapsed: 00:00:01
Train:: ep: 281, r: -16.484071775144447, n_steps: 50, elapsed: 00:00:01
Train:: ep: 282, r: -11.661515772490414, n_steps: 50, elapsed: 00:00:01
Train:: ep: 283, r: -9.11217384193272, n_steps: 50, elapsed: 00:00:01
Train:: ep: 284, r: -13.441378616090882, n_steps: 50, elapsed: 00:00:01
Train:: ep: 285, r: -10.003149106378988, n_steps: 50, elapsed: 00:00:01
Train:: ep: 286, r: -18.357937627339332, n_steps: 50, elapsed: 00:00:01
Train:: ep: 287, r: -11.808911550933486, n_steps: 50, elapsed: 00:00:01
Train:: ep: 288, r: -8.087643396609453, n_steps: 50, elapsed: 00:00:01
Train:: ep: 289, r: -11.938234304801897, n_steps: 50, elapsed: 00:00:01
Train:: ep: 290, r: -9.837504600147177, n_steps: 50, elapsed: 00:00:01
Train:: ep: 291, r: -13.273275031986758, n_steps: 50, elapsed: 00:00:01
Train:: ep: 292, r: -9.880030976129582, n_steps: 50, elapsed: 00:00:01
Train:: ep: 293, r: -11.23994585702647, n_steps: 50, elapsed: 00:00:01
Train:: ep: 294, r: -16.010298807344913, n_steps: 50, elapsed: 00:00:01
Train:: ep: 295, r: -9.783786803299298, n_steps: 50, elapsed: 00:00:01
Train:: ep: 296, r: -10.437299548347328, n_steps: 50, elapsed: 00:00:01
Train:: ep: 297, r: -17.238903664799906, n_steps: 50, elapsed: 00:00:01
Train:: ep: 298, r: -9.649125504503386, n_steps: 50, elapsed: 00:00:01
Train:: ep: 299, r: -12.079093376635766, n_steps: 50, elapsed: 00:00:01
Train:: ep: 300, r: -13.803656607890963, n_steps: 50, elapsed: 00:00:01
Train:: ep: 301, r: -11.108800287919253, n_steps: 50, elapsed: 00:00:01
Train:: ep: 302, r: -14.348789173322176, n_steps: 50, elapsed: 00:00:01
Train:: ep: 303, r: -13.884082767831401, n_steps: 50, elapsed: 00:00:01
Train:: ep: 304, r: -18.360365929431538, n_steps: 50, elapsed: 00:00:01
Train:: ep: 305, r: -15.608863223894154, n_steps: 50, elapsed: 00:00:01
Train:: ep: 306, r: -18.481663644099164, n_steps: 50, elapsed: 00:00:01
Train:: ep: 307, r: -16.07819111386101, n_steps: 50, elapsed: 00:00:01
Train:: ep: 308, r: -16.903318475041928, n_steps: 50, elapsed: 00:00:01
Train:: ep: 309, r: -14.026705987747611, n_steps: 50, elapsed: 00:00:01
Train:: ep: 310, r: -17.636344744672527, n_steps: 50, elapsed: 00:00:01
Train:: ep: 311, r: -11.753455995072827, n_steps: 50, elapsed: 00:00:01
Train:: ep: 312, r: -7.962969778516716, n_steps: 50, elapsed: 00:00:01
Train:: ep: 313, r: -8.863760090207608, n_steps: 50, elapsed: 00:00:01
Train:: ep: 314, r: -10.53287563958842, n_steps: 50, elapsed: 00:00:01
Train:: ep: 315, r: -16.811488174075194, n_steps: 50, elapsed: 00:00:01
Train:: ep: 316, r: -12.095985791755112, n_steps: 50, elapsed: 00:00:01
Train:: ep: 317, r: -8.500672200140961, n_steps: 50, elapsed: 00:00:01
Train:: ep: 318, r: -10.43317927290189, n_steps: 50, elapsed: 00:00:01
Train:: ep: 319, r: -11.105085118503352, n_steps: 50, elapsed: 00:00:01
Train:: ep: 320, r: -15.98420789199665, n_steps: 50, elapsed: 00:00:01
Train:: ep: 321, r: -16.195236251192387, n_steps: 50, elapsed: 00:00:01
Train:: ep: 322, r: -8.055042409572412, n_steps: 50, elapsed: 00:00:01
Train:: ep: 323, r: -8.836583736376813, n_steps: 50, elapsed: 00:00:01
Train:: ep: 324, r: -6.38972981260286, n_steps: 50, elapsed: 00:00:01
Train:: ep: 325, r: -7.094913599679756, n_steps: 50, elapsed: 00:00:01
Train:: ep: 326, r: -6.671846855532413, n_steps: 50, elapsed: 00:00:01
