Agent setting:  OrderedDict([('actor_critic_dim', 128), ('n_hidden', 1), ('pi_lr', 0.001), ('qf_vf_lr', 0.0001), ('sample_for_eval', False), ('use_true_q', False), ('entropy_scale', 0.01), ('l_param', 6), ('N_param', 64), ('optim_type', 'll_multiple'), ('q_update_type', 'sac'), ('use_replay', True), ('use_target', False), ('batch_size', 32), ('use_baseline', True), ('use_hard_value', False), ('use_scaled_kl', False), ('n_action_points', 128)])
Start run at: 2020-10-13 06:54:18.653710

=== EVAL :: ep: 0, r: -0.9030175291941848, n_steps: 1000, elapsed: 00:00:02
Train:: ep: 128, r: -410.5005717285176, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 129, r: -639.3592479533323, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 130, r: -617.7987040172973, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 131, r: -613.6108134581976, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 132, r: -520.519362997616, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 133, r: -423.73905480318774, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 134, r: -853.6056390562459, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 135, r: -569.7482505011508, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 136, r: -692.4067928755219, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 137, r: -746.6247449972446, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 138, r: -605.8126039103796, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 139, r: -541.6516626756764, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 140, r: -520.5601646450601, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 141, r: -595.0159443469826, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 142, r: -595.7691870544065, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 143, r: -595.7961935332125, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 144, r: -592.7511707854786, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 145, r: -594.5293171914113, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 146, r: -595.4531207151832, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 147, r: -595.4248057057888, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 148, r: -595.1919765042255, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 149, r: -595.1188703178942, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 150, r: -595.6582258730447, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 151, r: -595.3367747103036, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 152, r: -594.2096657677148, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 153, r: -597.6296761162556, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 154, r: -593.4886560330239, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 155, r: -595.0925822114067, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 156, r: -595.8212204882021, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 157, r: -595.6103595592201, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 158, r: -597.2077367896936, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 159, r: -596.4426940344807, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 160, r: -597.426819697059, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 161, r: -593.9329141957905, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 162, r: -595.3984086469726, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 163, r: -597.8260917052928, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 164, r: -593.9367131487269, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 165, r: -594.6490098453028, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 166, r: -597.4095712164265, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 167, r: -594.3490297215556, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 168, r: -594.8126518862867, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 169, r: -595.659974301602, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 170, r: -580.5159679506145, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 171, r: -587.5013527305549, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 172, r: -592.0150500225307, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 173, r: -591.7240676834153, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 174, r: -571.5783592154007, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 175, r: -595.5979661904922, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 176, r: -406.2298728877849, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 177, r: -615.6937934492111, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 178, r: -589.7142787065283, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 179, r: -482.8685217537817, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 180, r: -424.75832155261315, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 181, r: -438.5140082203106, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 182, r: -469.04782749559456, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 183, r: -506.42098022168784, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 184, r: -621.0141516721097, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 185, r: -479.2012645710503, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 186, r: -368.8416871611798, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 187, r: -328.21572108560997, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 188, r: -357.10885577846113, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 189, r: -328.8107568979686, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 190, r: -266.23560102493286, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 191, r: -373.80451102770104, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 192, r: -241.97646264240436, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 193, r: -318.93302527146074, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 194, r: -289.51841726575526, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 195, r: -284.9936530975722, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 196, r: -250.33644496095934, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 197, r: -291.71162608247647, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 198, r: -269.31245716162704, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 199, r: -315.9709982869446, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 200, r: -334.28046167750256, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 201, r: -374.17504657837196, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 202, r: -413.9763945753785, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 203, r: -472.4785191944898, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 204, r: -612.1663232903912, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 205, r: -595.8837723719475, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 206, r: -549.2924310564301, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 207, r: -527.1812809292257, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 208, r: -551.7860149048221, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 209, r: -415.51389523881545, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 210, r: -446.9117970600523, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 211, r: -372.59417673299623, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 212, r: -464.646239223239, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 213, r: -370.2808621871005, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 214, r: -465.42939865512255, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 215, r: -676.056480417985, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 216, r: -638.441814921405, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 217, r: -351.51174665532517, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 218, r: -428.2325062228569, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 219, r: -468.6135349822803, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 220, r: -219.4605788867046, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 221, r: -341.0174913694838, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 222, r: -352.5071810355052, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 223, r: -523.0037912461427, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 224, r: -584.3817646432428, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 225, r: -538.7439350903869, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 226, r: -429.69429636473944, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 227, r: -395.37378886293794, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 228, r: -522.6154437540744, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 229, r: -531.0516040602337, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 230, r: -402.21221331169875, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 231, r: -333.6529059780735, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 232, r: -353.38476085072205, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 233, r: -362.32082454024334, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 234, r: -415.3513981159572, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 235, r: -702.3819757369685, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 236, r: -728.7419698634986, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 237, r: -811.5373409452902, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 238, r: -876.2338315115958, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 239, r: -699.0596763623996, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 240, r: -598.3434706156124, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 241, r: -598.7495367830078, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 242, r: -597.7200072858116, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 243, r: -596.8022244772977, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 244, r: -597.8795276396179, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 245, r: -599.4903082807627, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 246, r: -595.3646748589338, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 247, r: -595.4734999613445, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 248, r: -600.2270270023511, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 249, r: -598.5542066117542, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 250, r: -642.113372187171, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 251, r: -425.1242649735159, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 252, r: -521.5821105737065, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 253, r: -337.4581854825429, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 254, r: -405.44639973201123, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 255, r: -372.49059877305785, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 256, r: -370.17953891651956, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 257, r: -275.93646057948837, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 258, r: -262.37139338814694, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 259, r: -351.783218292864, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 260, r: -295.16118966877684, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 261, r: -262.69650617762704, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 262, r: -280.94187082217013, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 263, r: -260.4941608672195, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 264, r: -251.06663047246454, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 265, r: -309.1614853368767, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 266, r: -221.50048570185697, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 267, r: -218.1978614624609, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 268, r: -271.8623090832159, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 269, r: -272.62797967222775, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 270, r: -244.09110420616446, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 271, r: -309.67779943453445, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 272, r: -245.76770469805746, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 273, r: -369.84119086748404, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 274, r: -308.136222050377, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 275, r: -257.33087989865305, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 276, r: -325.3775274739911, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 277, r: -428.80738951873735, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 278, r: -371.7323030074711, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 279, r: -318.70003301204827, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 280, r: -340.0102540169471, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 281, r: -266.48393746957606, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 282, r: -390.51390968965234, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 283, r: -272.94453149072217, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 284, r: -378.1604078810856, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 285, r: -315.2100879291865, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 286, r: -239.05569204931106, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 287, r: -165.10443670392152, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 288, r: -181.59169265607213, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 289, r: -362.8184267350311, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 290, r: -209.8984067306538, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 291, r: -187.90336740129416, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 292, r: -209.3642761780131, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 293, r: -400.7029474479182, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 294, r: -326.7870883250502, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 295, r: -339.41982741746517, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 296, r: -407.86221720519933, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 297, r: -418.76522692874886, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 298, r: -364.3141501116973, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 299, r: -414.98690132640036, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 300, r: -409.95634152128224, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 301, r: -420.0136512910212, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 302, r: -369.4692193391289, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 303, r: -447.72346364483474, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 304, r: -374.6464483575402, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 305, r: -380.80636997218505, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 306, r: -424.3381534035552, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 307, r: -337.230525600652, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 308, r: -343.3163500586871, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 309, r: -440.52170440810903, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 310, r: -408.13580980230665, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 311, r: -357.31026806001904, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 312, r: -312.9620617368745, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 313, r: -412.6099818704413, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 314, r: -344.7996723484118, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 315, r: -396.4903258368734, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 316, r: -323.75890501817696, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 317, r: -375.90879864641323, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 318, r: -533.4940712653296, n_steps: 1000, elapsed: 00:00:30
