Agent setting:  OrderedDict([('actor_critic_dim', 128), ('n_hidden', 1), ('pi_lr', 0.001), ('qf_vf_lr', 0.001), ('sample_for_eval', False), ('use_true_q', False), ('entropy_scale', 0.05), ('l_param', 6), ('N_param', 64), ('optim_type', 'll_multiple'), ('q_update_type', 'sac'), ('use_replay', True), ('use_target', False), ('batch_size', 32), ('use_baseline', True), ('use_hard_value', False), ('use_scaled_kl', False), ('n_action_points', 128)])
Start run at: 2020-10-13 01:46:47.321069

=== EVAL :: ep: 0, r: -18.903407410190024, n_steps: 50, elapsed: 00:00:00
Train:: ep: 120, r: -21.97270182872138, n_steps: 50, elapsed: 00:00:01
Train:: ep: 121, r: -14.251586270523289, n_steps: 50, elapsed: 00:00:01
Train:: ep: 122, r: -21.99563266989922, n_steps: 50, elapsed: 00:00:01
Train:: ep: 123, r: -21.05229579525337, n_steps: 50, elapsed: 00:00:01
Train:: ep: 124, r: -16.672346465234185, n_steps: 50, elapsed: 00:00:01
Train:: ep: 125, r: -14.327926725838891, n_steps: 50, elapsed: 00:00:01
Train:: ep: 126, r: -14.874446963287115, n_steps: 50, elapsed: 00:00:01
Train:: ep: 127, r: -17.096196154958548, n_steps: 50, elapsed: 00:00:01
Train:: ep: 128, r: -20.337539282730283, n_steps: 50, elapsed: 00:00:01
Train:: ep: 129, r: -22.809434956042683, n_steps: 50, elapsed: 00:00:01
Train:: ep: 130, r: -18.074884967144047, n_steps: 50, elapsed: 00:00:01
Train:: ep: 131, r: -17.269662081447315, n_steps: 50, elapsed: 00:00:01
Train:: ep: 132, r: -19.790934200941916, n_steps: 50, elapsed: 00:00:01
Train:: ep: 133, r: -18.838485478025735, n_steps: 50, elapsed: 00:00:01
Train:: ep: 134, r: -19.41095667107935, n_steps: 50, elapsed: 00:00:01
Train:: ep: 135, r: -20.6861949563416, n_steps: 50, elapsed: 00:00:01
Train:: ep: 136, r: -25.68335974379115, n_steps: 50, elapsed: 00:00:01
Train:: ep: 137, r: -13.968747391452737, n_steps: 50, elapsed: 00:00:01
Train:: ep: 138, r: -20.655917355397367, n_steps: 50, elapsed: 00:00:01
Train:: ep: 139, r: -18.80316139386654, n_steps: 50, elapsed: 00:00:01
Train:: ep: 140, r: -23.390443613049978, n_steps: 50, elapsed: 00:00:01
Train:: ep: 141, r: -16.16111912953284, n_steps: 50, elapsed: 00:00:01
Train:: ep: 142, r: -20.012045316992616, n_steps: 50, elapsed: 00:00:01
Train:: ep: 143, r: -18.562327870577146, n_steps: 50, elapsed: 00:00:01
Train:: ep: 144, r: -20.23277264889088, n_steps: 50, elapsed: 00:00:01
Train:: ep: 145, r: -19.119163225280428, n_steps: 50, elapsed: 00:00:01
Train:: ep: 146, r: -19.36079623521895, n_steps: 50, elapsed: 00:00:01
Train:: ep: 147, r: -16.244173535436207, n_steps: 50, elapsed: 00:00:01
Train:: ep: 148, r: -19.35790887789308, n_steps: 50, elapsed: 00:00:01
Train:: ep: 149, r: -15.59745305283073, n_steps: 50, elapsed: 00:00:01
Train:: ep: 150, r: -18.13812487296032, n_steps: 50, elapsed: 00:00:01
Train:: ep: 151, r: -13.806413766787577, n_steps: 50, elapsed: 00:00:01
Train:: ep: 152, r: -17.254011327153965, n_steps: 50, elapsed: 00:00:01
Train:: ep: 153, r: -19.99788401692733, n_steps: 50, elapsed: 00:00:01
Train:: ep: 154, r: -19.970570968121503, n_steps: 50, elapsed: 00:00:01
Train:: ep: 155, r: -17.450639788852964, n_steps: 50, elapsed: 00:00:01
Train:: ep: 156, r: -20.88663639971639, n_steps: 50, elapsed: 00:00:01
Train:: ep: 157, r: -17.168447330532704, n_steps: 50, elapsed: 00:00:01
Train:: ep: 158, r: -19.72959600149732, n_steps: 50, elapsed: 00:00:01
Train:: ep: 159, r: -18.891496967610703, n_steps: 50, elapsed: 00:00:01
Train:: ep: 160, r: -23.50626828002359, n_steps: 50, elapsed: 00:00:01
Train:: ep: 161, r: -19.447729975492848, n_steps: 50, elapsed: 00:00:01
Train:: ep: 162, r: -22.300122297700042, n_steps: 50, elapsed: 00:00:01
Train:: ep: 163, r: -21.33379835066337, n_steps: 50, elapsed: 00:00:01
Train:: ep: 164, r: -20.15580197648615, n_steps: 50, elapsed: 00:00:01
Train:: ep: 165, r: -25.91661578764717, n_steps: 50, elapsed: 00:00:01
Train:: ep: 166, r: -25.8640163384051, n_steps: 50, elapsed: 00:00:01
Train:: ep: 167, r: -25.175615415447236, n_steps: 50, elapsed: 00:00:01
Train:: ep: 168, r: -24.54797162426306, n_steps: 50, elapsed: 00:00:01
Train:: ep: 169, r: -25.26457030552174, n_steps: 50, elapsed: 00:00:01
Train:: ep: 170, r: -26.428661769201366, n_steps: 50, elapsed: 00:00:01
Train:: ep: 171, r: -22.260261920652134, n_steps: 50, elapsed: 00:00:01
Train:: ep: 172, r: -21.759348684925772, n_steps: 50, elapsed: 00:00:01
Train:: ep: 173, r: -30.803273889244867, n_steps: 50, elapsed: 00:00:01
Train:: ep: 174, r: -23.517229326453787, n_steps: 50, elapsed: 00:00:01
Train:: ep: 175, r: -28.416141544847846, n_steps: 50, elapsed: 00:00:01
Train:: ep: 176, r: -18.53414560757591, n_steps: 50, elapsed: 00:00:01
Train:: ep: 177, r: -21.805706500818435, n_steps: 50, elapsed: 00:00:01
Train:: ep: 178, r: -27.482566456436427, n_steps: 50, elapsed: 00:00:01
Train:: ep: 179, r: -24.46808403508594, n_steps: 50, elapsed: 00:00:01
Train:: ep: 180, r: -21.126827900728713, n_steps: 50, elapsed: 00:00:01
Train:: ep: 181, r: -22.28096756785181, n_steps: 50, elapsed: 00:00:01
Train:: ep: 182, r: -22.00575795364551, n_steps: 50, elapsed: 00:00:01
Train:: ep: 183, r: -18.427917180930137, n_steps: 50, elapsed: 00:00:01
Train:: ep: 184, r: -20.877294988344502, n_steps: 50, elapsed: 00:00:01
Train:: ep: 185, r: -24.705334352535488, n_steps: 50, elapsed: 00:00:01
Train:: ep: 186, r: -18.674900745346267, n_steps: 50, elapsed: 00:00:01
Train:: ep: 187, r: -25.1511922987089, n_steps: 50, elapsed: 00:00:01
Train:: ep: 188, r: -20.089667937981513, n_steps: 50, elapsed: 00:00:01
Train:: ep: 189, r: -20.340265168239508, n_steps: 50, elapsed: 00:00:01
Train:: ep: 190, r: -22.777065626259898, n_steps: 50, elapsed: 00:00:01
Train:: ep: 191, r: -16.119405370881893, n_steps: 50, elapsed: 00:00:01
Train:: ep: 192, r: -15.852703581544185, n_steps: 50, elapsed: 00:00:01
Train:: ep: 193, r: -16.61630635978589, n_steps: 50, elapsed: 00:00:01
Train:: ep: 194, r: -14.627975179980035, n_steps: 50, elapsed: 00:00:01
Train:: ep: 195, r: -15.850409597630096, n_steps: 50, elapsed: 00:00:01
Train:: ep: 196, r: -19.383527474971263, n_steps: 50, elapsed: 00:00:01
Train:: ep: 197, r: -23.209406455283876, n_steps: 50, elapsed: 00:00:01
Train:: ep: 198, r: -19.71765735127879, n_steps: 50, elapsed: 00:00:01
Train:: ep: 199, r: -18.210059292333153, n_steps: 50, elapsed: 00:00:01
Train:: ep: 200, r: -21.060157266861978, n_steps: 50, elapsed: 00:00:01
Train:: ep: 201, r: -16.52669089022702, n_steps: 50, elapsed: 00:00:01
Train:: ep: 202, r: -19.205426042810412, n_steps: 50, elapsed: 00:00:01
Train:: ep: 203, r: -16.99244728671592, n_steps: 50, elapsed: 00:00:01
Train:: ep: 204, r: -18.929186582701156, n_steps: 50, elapsed: 00:00:01
Train:: ep: 205, r: -13.233528434167772, n_steps: 50, elapsed: 00:00:01
Train:: ep: 206, r: -14.795242504259306, n_steps: 50, elapsed: 00:00:01
Train:: ep: 207, r: -13.834654248192034, n_steps: 50, elapsed: 00:00:01
Train:: ep: 208, r: -14.602701283056511, n_steps: 50, elapsed: 00:00:01
Train:: ep: 209, r: -16.55076275481843, n_steps: 50, elapsed: 00:00:01
Train:: ep: 210, r: -21.614009029512452, n_steps: 50, elapsed: 00:00:01
Train:: ep: 211, r: -14.270792256904572, n_steps: 50, elapsed: 00:00:01
Train:: ep: 212, r: -13.175054814640035, n_steps: 50, elapsed: 00:00:01
Train:: ep: 213, r: -14.352918113599435, n_steps: 50, elapsed: 00:00:01
Train:: ep: 214, r: -15.586249376295012, n_steps: 50, elapsed: 00:00:01
Train:: ep: 215, r: -18.864604860192642, n_steps: 50, elapsed: 00:00:01
Train:: ep: 216, r: -14.62588661640215, n_steps: 50, elapsed: 00:00:01
Train:: ep: 217, r: -19.22683665832075, n_steps: 50, elapsed: 00:00:01
Train:: ep: 218, r: -19.001385535011533, n_steps: 50, elapsed: 00:00:01
Train:: ep: 219, r: -21.594959500925064, n_steps: 50, elapsed: 00:00:01
Train:: ep: 220, r: -18.228299329668403, n_steps: 50, elapsed: 00:00:01
Train:: ep: 221, r: -16.46577199307979, n_steps: 50, elapsed: 00:00:01
Train:: ep: 222, r: -14.413717433694135, n_steps: 50, elapsed: 00:00:01
Train:: ep: 223, r: -22.937808465633633, n_steps: 50, elapsed: 00:00:01
Train:: ep: 224, r: -16.074740813178245, n_steps: 50, elapsed: 00:00:01
Train:: ep: 225, r: -14.077282171460208, n_steps: 50, elapsed: 00:00:01
Train:: ep: 226, r: -19.184213463664616, n_steps: 50, elapsed: 00:00:01
Train:: ep: 227, r: -20.657345029244116, n_steps: 50, elapsed: 00:00:01
Train:: ep: 228, r: -18.87118325653906, n_steps: 50, elapsed: 00:00:01
Train:: ep: 229, r: -17.321803024518147, n_steps: 50, elapsed: 00:00:01
Train:: ep: 230, r: -17.421878997096123, n_steps: 50, elapsed: 00:00:01
Train:: ep: 231, r: -21.325603728567007, n_steps: 50, elapsed: 00:00:01
Train:: ep: 232, r: -19.825197034733698, n_steps: 50, elapsed: 00:00:01
Train:: ep: 233, r: -25.06920959101088, n_steps: 50, elapsed: 00:00:01
Train:: ep: 234, r: -23.654568284397854, n_steps: 50, elapsed: 00:00:01
Train:: ep: 235, r: -15.373897022535658, n_steps: 50, elapsed: 00:00:01
Train:: ep: 236, r: -20.585018863768905, n_steps: 50, elapsed: 00:00:01
Train:: ep: 237, r: -19.31176245026611, n_steps: 50, elapsed: 00:00:01
Train:: ep: 238, r: -18.8694827868855, n_steps: 50, elapsed: 00:00:01
Train:: ep: 239, r: -20.745409267466574, n_steps: 50, elapsed: 00:00:01
Train:: ep: 240, r: -24.423056399608257, n_steps: 50, elapsed: 00:00:01
Train:: ep: 241, r: -18.92059258019505, n_steps: 50, elapsed: 00:00:01
Train:: ep: 242, r: -19.994346422801986, n_steps: 50, elapsed: 00:00:01
Train:: ep: 243, r: -18.378743132654865, n_steps: 50, elapsed: 00:00:01
Train:: ep: 244, r: -24.63904067257888, n_steps: 50, elapsed: 00:00:01
Train:: ep: 245, r: -22.7894515267098, n_steps: 50, elapsed: 00:00:01
Train:: ep: 246, r: -20.177834475840722, n_steps: 50, elapsed: 00:00:01
Train:: ep: 247, r: -13.087545584011401, n_steps: 50, elapsed: 00:00:01
Train:: ep: 248, r: -21.345993929612067, n_steps: 50, elapsed: 00:00:01
Train:: ep: 249, r: -17.270907981139345, n_steps: 50, elapsed: 00:00:01
Train:: ep: 250, r: -19.27430758645982, n_steps: 50, elapsed: 00:00:01
Train:: ep: 251, r: -21.989856695963738, n_steps: 50, elapsed: 00:00:01
Train:: ep: 252, r: -23.20840260197761, n_steps: 50, elapsed: 00:00:01
Train:: ep: 253, r: -18.407931984115166, n_steps: 50, elapsed: 00:00:01
Train:: ep: 254, r: -24.861525869312235, n_steps: 50, elapsed: 00:00:01
Train:: ep: 255, r: -18.43015844807241, n_steps: 50, elapsed: 00:00:01
Train:: ep: 256, r: -20.181327971454678, n_steps: 50, elapsed: 00:00:01
Train:: ep: 257, r: -23.672024800472492, n_steps: 50, elapsed: 00:00:01
Train:: ep: 258, r: -22.718922899261358, n_steps: 50, elapsed: 00:00:01
Train:: ep: 259, r: -16.71424707076399, n_steps: 50, elapsed: 00:00:01
Train:: ep: 260, r: -22.74382657086961, n_steps: 50, elapsed: 00:00:01
Train:: ep: 261, r: -23.34550316924969, n_steps: 50, elapsed: 00:00:01
Train:: ep: 262, r: -16.37338369125705, n_steps: 50, elapsed: 00:00:01
Train:: ep: 263, r: -20.683584075800496, n_steps: 50, elapsed: 00:00:01
Train:: ep: 264, r: -22.271649605204804, n_steps: 50, elapsed: 00:00:01
Train:: ep: 265, r: -26.388975967602033, n_steps: 50, elapsed: 00:00:01
Train:: ep: 266, r: -11.557050751276417, n_steps: 50, elapsed: 00:00:01
Train:: ep: 267, r: -18.69954238206907, n_steps: 50, elapsed: 00:00:01
Train:: ep: 268, r: -16.779036104855795, n_steps: 50, elapsed: 00:00:01
Train:: ep: 269, r: -10.824658988635985, n_steps: 50, elapsed: 00:00:01
Train:: ep: 270, r: -14.60555990417604, n_steps: 50, elapsed: 00:00:01
Train:: ep: 271, r: -16.672552933671284, n_steps: 50, elapsed: 00:00:01
Train:: ep: 272, r: -20.353731313849803, n_steps: 50, elapsed: 00:00:01
Train:: ep: 273, r: -22.909612195878015, n_steps: 50, elapsed: 00:00:01
Train:: ep: 274, r: -26.113593192013848, n_steps: 50, elapsed: 00:00:01
Train:: ep: 275, r: -25.36364767431557, n_steps: 50, elapsed: 00:00:01
Train:: ep: 276, r: -18.842184265955527, n_steps: 50, elapsed: 00:00:01
Train:: ep: 277, r: -16.78993522236135, n_steps: 50, elapsed: 00:00:01
Train:: ep: 278, r: -7.0168156380414315, n_steps: 50, elapsed: 00:00:01
Train:: ep: 279, r: -20.169445997160487, n_steps: 50, elapsed: 00:00:01
Train:: ep: 280, r: -17.331696615660224, n_steps: 50, elapsed: 00:00:01
Train:: ep: 281, r: -18.07465113132226, n_steps: 50, elapsed: 00:00:01
Train:: ep: 282, r: -17.832024192891566, n_steps: 50, elapsed: 00:00:01
Train:: ep: 283, r: -12.371696033962007, n_steps: 50, elapsed: 00:00:01
Train:: ep: 284, r: -6.92874452280136, n_steps: 50, elapsed: 00:00:01
Train:: ep: 285, r: -11.883049644657879, n_steps: 50, elapsed: 00:00:01
Train:: ep: 286, r: -14.931938671348624, n_steps: 50, elapsed: 00:00:01
Train:: ep: 287, r: -9.38465034555558, n_steps: 50, elapsed: 00:00:01
Train:: ep: 288, r: -10.116144795384946, n_steps: 50, elapsed: 00:00:01
Train:: ep: 289, r: -8.413591891519332, n_steps: 50, elapsed: 00:00:01
Train:: ep: 290, r: -10.050595783697409, n_steps: 50, elapsed: 00:00:01
Train:: ep: 291, r: -9.002405720015744, n_steps: 50, elapsed: 00:00:01
Train:: ep: 292, r: -11.344838888425754, n_steps: 50, elapsed: 00:00:01
Train:: ep: 293, r: -9.204092186851284, n_steps: 50, elapsed: 00:00:01
Train:: ep: 294, r: -19.37597696678228, n_steps: 50, elapsed: 00:00:01
Train:: ep: 295, r: -12.188006855608572, n_steps: 50, elapsed: 00:00:01
Train:: ep: 296, r: -7.30326103587672, n_steps: 50, elapsed: 00:00:01
Train:: ep: 297, r: -22.879717131761453, n_steps: 50, elapsed: 00:00:01
Train:: ep: 298, r: -11.435932960583502, n_steps: 50, elapsed: 00:00:01
Train:: ep: 299, r: -14.743960923272816, n_steps: 50, elapsed: 00:00:01
Train:: ep: 300, r: -11.158779860886158, n_steps: 50, elapsed: 00:00:01
Train:: ep: 301, r: -10.116508432530974, n_steps: 50, elapsed: 00:00:01
Train:: ep: 302, r: -6.748724771167258, n_steps: 50, elapsed: 00:00:01
Train:: ep: 303, r: -15.272481784583913, n_steps: 50, elapsed: 00:00:01
Train:: ep: 304, r: -14.702096726280445, n_steps: 50, elapsed: 00:00:01
Train:: ep: 305, r: -12.14503379408378, n_steps: 50, elapsed: 00:00:01
Train:: ep: 306, r: -16.20654021423795, n_steps: 50, elapsed: 00:00:01
Train:: ep: 307, r: -7.236805593006816, n_steps: 50, elapsed: 00:00:01
Train:: ep: 308, r: -12.608625504060306, n_steps: 50, elapsed: 00:00:01
Train:: ep: 309, r: -6.704474769057059, n_steps: 50, elapsed: 00:00:01
Train:: ep: 310, r: -11.614844969586006, n_steps: 50, elapsed: 00:00:01
Train:: ep: 311, r: -10.309392013702452, n_steps: 50, elapsed: 00:00:01
Train:: ep: 312, r: -9.7722624516526, n_steps: 50, elapsed: 00:00:01
Train:: ep: 313, r: -7.933195925096064, n_steps: 50, elapsed: 00:00:01
Train:: ep: 314, r: -14.599529403427551, n_steps: 50, elapsed: 00:00:01
Train:: ep: 315, r: -16.095310816994722, n_steps: 50, elapsed: 00:00:01
Train:: ep: 316, r: -11.06448207023715, n_steps: 50, elapsed: 00:00:01
Train:: ep: 317, r: -14.575005485486848, n_steps: 50, elapsed: 00:00:01
Train:: ep: 318, r: -15.478937966397643, n_steps: 50, elapsed: 00:00:01
Train:: ep: 319, r: -18.594670455678287, n_steps: 50, elapsed: 00:00:01
Train:: ep: 320, r: -20.985686400297297, n_steps: 50, elapsed: 00:00:01
Train:: ep: 321, r: -15.95517286218055, n_steps: 50, elapsed: 00:00:01
Train:: ep: 322, r: -8.258249997558424, n_steps: 50, elapsed: 00:00:01
Train:: ep: 323, r: -8.012506683860467, n_steps: 50, elapsed: 00:00:01
Train:: ep: 324, r: -8.00807055087371, n_steps: 50, elapsed: 00:00:01
Train:: ep: 325, r: -8.098123129216244, n_steps: 50, elapsed: 00:00:01
Train:: ep: 326, r: -10.476395714450389, n_steps: 50, elapsed: 00:00:01
