Agent setting:  OrderedDict([('actor_critic_dim', 128), ('n_hidden', 1), ('pi_lr', 1e-05), ('qf_vf_lr', 0.001), ('sample_for_eval', False), ('use_true_q', False), ('entropy_scale', 0.1), ('l_param', 6), ('N_param', 64), ('optim_type', 'll_multiple'), ('q_update_type', 'sac'), ('use_replay', True), ('use_target', False), ('batch_size', 32), ('use_baseline', True), ('use_hard_value', False), ('use_scaled_kl', False), ('n_action_points', 128)])
Start run at: 2020-10-14 13:12:42.380895

=== EVAL :: ep: 0, r: -0.8817090931336448, n_steps: 1000, elapsed: 00:00:01
Train:: ep: 49, r: -349.0485346323317, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 50, r: -495.86456210722935, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 51, r: -290.82475330245063, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 52, r: -314.1318610435169, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 53, r: -79.63196658817428, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 54, r: 121.24416123411866, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 55, r: 207.72713079876573, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 56, r: 293.5191416977226, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 57, r: 302.03863771622423, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 58, r: 305.43584816709034, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 59, r: -121.76363840373394, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 60, r: 379.1843900754883, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 61, r: 288.4168868171542, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 62, r: 418.6980013937339, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 63, r: 52.00236259584138, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 64, r: -172.22426562870388, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 65, r: 264.21199147023447, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 66, r: -70.68135251913036, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 67, r: 216.8077816024805, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 68, r: 152.38808600291526, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 69, r: 292.48897093913826, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 70, r: -74.36324482268807, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 71, r: 247.43931660882404, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 72, r: 446.9692827818869, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 73, r: 381.227476818525, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 74, r: -152.12563489436167, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 75, r: 58.36150798652999, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 76, r: 112.83286146304908, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 77, r: 452.8054224334094, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 78, r: 490.6759514311474, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 79, r: 592.6278548337282, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 80, r: 488.9891738339003, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 81, r: 545.3646817812718, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 82, r: -397.4275366182469, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 83, r: 376.53942008341534, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 84, r: 121.77608090278817, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 85, r: -526.1543242456908, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 86, r: -86.3314446109231, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 87, r: 198.1617188977135, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 88, r: -110.37994985045002, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 89, r: 613.0861926518942, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 90, r: 360.8763107436795, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 91, r: 612.8666709914881, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 92, r: 467.06243309072187, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 93, r: 15.262369784068223, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 94, r: 564.8780977612943, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 95, r: 439.4109538541486, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 96, r: -348.8298981813809, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 97, r: 530.261387019175, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 98, r: 202.28905514499908, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 99, r: 521.3038673334735, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 100, r: -368.204385700716, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 101, r: 590.4030868922692, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 102, r: 723.1340566354895, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 103, r: 412.8043514404964, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 104, r: -585.1236202714616, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 105, r: -297.9830574290571, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 106, r: -368.52011562988037, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 107, r: 732.7656091478995, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 108, r: -68.9866878353797, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 109, r: 512.0568763807056, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 110, r: 299.2046918817297, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 111, r: -222.02794516317488, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 112, r: 360.28539019494866, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 113, r: 524.5172996103337, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 114, r: 134.7632148797088, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 115, r: 746.5114910797944, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 116, r: -238.63770170086255, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 117, r: -189.00610527019552, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 118, r: 492.96142525305936, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 119, r: 694.2721493448313, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 120, r: 548.5949628328838, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 121, r: 629.3867135790805, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 122, r: 654.9873382225821, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 123, r: -383.21145506719324, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 124, r: 593.2383930727473, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 125, r: 746.0770416217023, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 126, r: 573.7013727244665, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 127, r: 675.3560966132549, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 128, r: -354.3984303291105, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 129, r: 453.2799059764461, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 130, r: -489.5008750779232, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 131, r: 676.1565563068531, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 132, r: 330.3124971142038, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 133, r: 581.367294857004, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 134, r: 678.2727172909545, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 135, r: -126.45362963123252, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 136, r: 686.1658940533647, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 137, r: 803.2287888984783, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 138, r: 783.2023467851909, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 139, r: -196.02627801358122, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 140, r: 690.0752272553563, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 141, r: 604.3986130954132, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 142, r: -547.5414957326202, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 143, r: 667.1256994552418, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 144, r: -468.5695650733846, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 145, r: 204.93408044972756, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 146, r: 385.1987354415699, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 147, r: 120.81112387327993, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 148, r: 880.6676211936173, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 149, r: 614.0677505555547, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 150, r: 802.0452398920472, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 151, r: 384.8502973825865, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 152, r: 120.95876179998297, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 153, r: 859.2654564994699, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 154, r: -48.47336874764258, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 155, r: 774.3385567636655, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 156, r: 644.8030362601919, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 157, r: 367.53812376416363, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 158, r: -233.5168979725185, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 159, r: -234.89312281402903, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 160, r: -304.56508257090127, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 161, r: 42.74118795046975, n_steps: 1000, elapsed: 00:00:30
Train:: ep: 162, r: 833.4960890891505, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 163, r: -386.6049469130289, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 164, r: 826.8700106996854, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 165, r: 855.3022022494315, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 166, r: 888.2337278075304, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 167, r: 190.565241211297, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 168, r: 486.96414761142927, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 169, r: 142.12420804216688, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 170, r: 809.181203003052, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 171, r: -186.03148991086806, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 172, r: 754.4228449296211, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 173, r: -411.7978722070489, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 174, r: -342.2519195074533, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 175, r: 67.9892905710191, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 176, r: 977.1523174053095, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 177, r: 443.3652196816645, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 178, r: 941.083396218692, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 179, r: 1006.9352673628377, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 180, r: 595.721401741874, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 181, r: 1025.6810995567525, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 182, r: 114.38389142495491, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 183, r: 316.48531889504625, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 184, r: 935.6855752627364, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 185, r: 1039.393649352399, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 186, r: 981.3929803362905, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 187, r: -302.8909729317437, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 188, r: 523.8438205814898, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 189, r: 480.07872982418525, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 190, r: 775.6901994406048, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 191, r: 543.7245891088307, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 192, r: 390.00332171103264, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 193, r: -297.847178912474, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 194, r: 108.25494805427218, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 195, r: 878.7341928595363, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 196, r: 1168.5893335099086, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 197, r: 347.4253746179835, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 198, r: 142.29659633161324, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 199, r: -143.02134468000048, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 200, r: 769.4330004840449, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 201, r: -209.1739300822255, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 202, r: -230.68820752030155, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 203, r: 30.739311239838578, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 204, r: 591.713507080613, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 205, r: -323.27414661348377, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 206, r: 1172.1166010991583, n_steps: 1000, elapsed: 00:00:29
Train:: ep: 207, r: 280.40581492840147, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 208, r: -352.7720189003319, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 209, r: -97.27734553593343, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 210, r: 172.82295730860926, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 211, r: 293.6996675986651, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 212, r: 752.3138634843976, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 213, r: 196.64020236266978, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 214, r: 829.7100821973635, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 215, r: 1143.6697462568914, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 216, r: 879.2843630686438, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 217, r: 1220.593647899073, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 218, r: 1269.003657307423, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 219, r: 802.7564445474356, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 220, r: 1347.5683115754805, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 221, r: 363.2282325483032, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 222, r: 941.258906699313, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 223, r: 370.53401105383153, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 224, r: 1079.6336502551355, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 225, r: -299.23414973476616, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 226, r: -221.02323317496212, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 227, r: -388.55484316232474, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 228, r: 1226.606926924375, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 229, r: 3.3300738216173045, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 230, r: 1345.7833244242595, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 231, r: 1356.7854268065855, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 232, r: 1287.510441142572, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 233, r: 1320.9400752454014, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 234, r: 429.0139888933985, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 235, r: -184.24977771116085, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 236, r: -88.31989118724469, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 237, r: 145.68957007858603, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 238, r: 729.5328832481775, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 239, r: 1144.8243156373276, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 240, r: -379.0869885247545, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 241, r: 276.3925937132056, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 242, r: 806.5112899209436, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 243, r: 1219.0053890070985, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 244, r: 1186.1251925780562, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 245, r: 1010.8159043577842, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 246, r: 262.2403141914583, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 247, r: 501.0044070891898, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 248, r: 999.930441713561, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 249, r: 1309.5708319478945, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 250, r: -326.9212285515064, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 251, r: 1341.3168840063086, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 252, r: 441.61943578892306, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 253, r: 1119.8651268753695, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 254, r: 1208.8624366615454, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 255, r: 676.4934271536123, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 256, r: 1386.7297454341276, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 257, r: 1375.97409906155, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 258, r: 1253.6151313445425, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 259, r: 197.64563565371478, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 260, r: 1259.4872427474606, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 261, r: 582.3134535384471, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 262, r: -302.65976504033233, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 263, r: 1217.2174333409055, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 264, r: 1431.7302860798359, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 265, r: 495.05276865091844, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 266, r: 1136.9525342773104, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 267, r: 81.67113383601983, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 268, r: -317.84509422145135, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 269, r: 488.4250370984379, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 270, r: 153.51764234659925, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 271, r: 1306.766869592109, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 272, r: 1362.487356915113, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 273, r: 1057.198886754519, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 274, r: 944.9382899534392, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 275, r: 280.30599374102127, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 276, r: 1354.8786558786878, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 277, r: 1280.7322406154526, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 278, r: 333.1458074445975, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 279, r: 209.5033617429164, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 280, r: 1423.5637763472434, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 281, r: -237.14830394039853, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 282, r: 1356.5353275207844, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 283, r: 1054.5046334950055, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 284, r: 1327.6063002426067, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 285, r: 1346.02470634022, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 286, r: 1241.7982815820317, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 287, r: 1226.5787036385964, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 288, r: 1469.2185263383972, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 289, r: 1543.0693753573037, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 290, r: 78.04898466519812, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 291, r: 1472.9629531514627, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 292, r: 1245.5563831793047, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 293, r: 1348.5344393380174, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 294, r: 1249.9906268584766, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 295, r: 1510.5375070519265, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 296, r: 1525.993993351286, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 297, r: -141.25875490544735, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 298, r: 1475.2749472549326, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 299, r: 1400.0788995602918, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 300, r: 243.92932065096656, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 301, r: -19.405878124628227, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 302, r: 866.1212056617645, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 303, r: -98.74292973438932, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 304, r: 469.74436384591735, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 305, r: 1623.2197004108007, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 306, r: 1648.8688548670177, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 307, r: 680.1233668709715, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 308, r: 1545.3570249487705, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 309, r: 867.6564785762135, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 310, r: 258.0793309022295, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 311, r: 160.50757311078397, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 312, r: 284.14417239358363, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 313, r: 1480.0261128675947, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 314, r: -209.08578879742973, n_steps: 1000, elapsed: 00:00:28
Train:: ep: 315, r: 1593.3930729960434, n_steps: 1000, elapsed: 00:00:31
Train:: ep: 316, r: 1562.2555351783094, n_steps: 1000, elapsed: 00:00:27
Train:: ep: 317, r: 1623.7172599303397, n_steps: 1000, elapsed: 00:00:27
