Agent setting:  OrderedDict([('actor_critic_dim', 128), ('n_hidden', 1), ('pi_lr', 0.001), ('qf_vf_lr', 0.0001), ('sample_for_eval', False), ('use_true_q', False), ('entropy_scale', 0.05), ('l_param', 6), ('N_param', 64), ('optim_type', 'wis'), ('q_update_type', 'sac'), ('use_replay', True), ('use_target', False), ('batch_size', 32), ('use_hard_policy', False), ('use_hard_value', False), ('n_action_points', 128)])
Num. Integration points: 187
Start run at: 2020-10-14 13:12:41.886214

=== EVAL :: ep: 0, r: -18.92101026382486, n_steps: 50, elapsed: 00:00:00
Train:: ep: 132, r: -16.775103264749422, n_steps: 50, elapsed: 00:00:01
Train:: ep: 133, r: -16.86764925770445, n_steps: 50, elapsed: 00:00:01
Train:: ep: 134, r: -15.565320633839281, n_steps: 50, elapsed: 00:00:01
Train:: ep: 135, r: -13.698646008131963, n_steps: 50, elapsed: 00:00:01
Train:: ep: 136, r: -17.767600728459165, n_steps: 50, elapsed: 00:00:01
Train:: ep: 137, r: -16.659294228231058, n_steps: 50, elapsed: 00:00:01
Train:: ep: 138, r: -19.428084491464393, n_steps: 50, elapsed: 00:00:01
Train:: ep: 139, r: -18.617374716784408, n_steps: 50, elapsed: 00:00:01
Train:: ep: 140, r: -20.191611834430766, n_steps: 50, elapsed: 00:00:01
Train:: ep: 141, r: -18.807017335629812, n_steps: 50, elapsed: 00:00:01
Train:: ep: 142, r: -14.649377825823489, n_steps: 50, elapsed: 00:00:01
Train:: ep: 143, r: -17.60054283757234, n_steps: 50, elapsed: 00:00:01
Train:: ep: 144, r: -18.75365252155731, n_steps: 50, elapsed: 00:00:01
Train:: ep: 145, r: -17.626129883752075, n_steps: 50, elapsed: 00:00:01
Train:: ep: 146, r: -14.80246803716106, n_steps: 50, elapsed: 00:00:01
Train:: ep: 147, r: -14.851177570033727, n_steps: 50, elapsed: 00:00:01
Train:: ep: 148, r: -15.555780775218821, n_steps: 50, elapsed: 00:00:01
Train:: ep: 149, r: -16.360601037366223, n_steps: 50, elapsed: 00:00:01
Train:: ep: 150, r: -16.296187625605857, n_steps: 50, elapsed: 00:00:01
Train:: ep: 151, r: -15.601127563352934, n_steps: 50, elapsed: 00:00:01
Train:: ep: 152, r: -15.726018578236342, n_steps: 50, elapsed: 00:00:01
Train:: ep: 153, r: -17.950588480982518, n_steps: 50, elapsed: 00:00:01
Train:: ep: 154, r: -15.709057746713293, n_steps: 50, elapsed: 00:00:01
Train:: ep: 155, r: -18.554584422917966, n_steps: 50, elapsed: 00:00:01
Train:: ep: 156, r: -15.865847779040422, n_steps: 50, elapsed: 00:00:01
Train:: ep: 157, r: -14.16407788170729, n_steps: 50, elapsed: 00:00:01
Train:: ep: 158, r: -15.640905941567212, n_steps: 50, elapsed: 00:00:01
Train:: ep: 159, r: -17.77831991133114, n_steps: 50, elapsed: 00:00:01
Train:: ep: 160, r: -18.28701350864838, n_steps: 50, elapsed: 00:00:01
Train:: ep: 161, r: -19.064349183319838, n_steps: 50, elapsed: 00:00:01
Train:: ep: 162, r: -14.370499490272836, n_steps: 50, elapsed: 00:00:01
Train:: ep: 163, r: -15.372155316562054, n_steps: 50, elapsed: 00:00:01
Train:: ep: 164, r: -15.324140108131463, n_steps: 50, elapsed: 00:00:01
Train:: ep: 165, r: -20.816175143970984, n_steps: 50, elapsed: 00:00:01
Train:: ep: 166, r: -14.033173029487196, n_steps: 50, elapsed: 00:00:01
Train:: ep: 167, r: -15.42558990281707, n_steps: 50, elapsed: 00:00:01
Train:: ep: 168, r: -16.448624893203895, n_steps: 50, elapsed: 00:00:01
Train:: ep: 169, r: -18.36809793561284, n_steps: 50, elapsed: 00:00:01
Train:: ep: 170, r: -16.36011233155167, n_steps: 50, elapsed: 00:00:01
Train:: ep: 171, r: -15.978594986653512, n_steps: 50, elapsed: 00:00:01
Train:: ep: 172, r: -11.629389265940347, n_steps: 50, elapsed: 00:00:01
Train:: ep: 173, r: -19.12719531235263, n_steps: 50, elapsed: 00:00:01
Train:: ep: 174, r: -18.824105033101414, n_steps: 50, elapsed: 00:00:01
Train:: ep: 175, r: -17.381458050195675, n_steps: 50, elapsed: 00:00:01
Train:: ep: 176, r: -13.321235097152968, n_steps: 50, elapsed: 00:00:01
Train:: ep: 177, r: -16.949636226529876, n_steps: 50, elapsed: 00:00:01
Train:: ep: 178, r: -16.412159827906116, n_steps: 50, elapsed: 00:00:01
Train:: ep: 179, r: -17.544841195431406, n_steps: 50, elapsed: 00:00:01
Train:: ep: 180, r: -15.859054721092475, n_steps: 50, elapsed: 00:00:01
Train:: ep: 181, r: -19.012127137110284, n_steps: 50, elapsed: 00:00:01
Train:: ep: 182, r: -13.405017958717028, n_steps: 50, elapsed: 00:00:01
Train:: ep: 183, r: -14.762211460244407, n_steps: 50, elapsed: 00:00:01
Train:: ep: 184, r: -17.787529917503367, n_steps: 50, elapsed: 00:00:01
Train:: ep: 185, r: -20.75852077666961, n_steps: 50, elapsed: 00:00:01
Train:: ep: 186, r: -15.06067760816779, n_steps: 50, elapsed: 00:00:01
Train:: ep: 187, r: -21.02012191389921, n_steps: 50, elapsed: 00:00:01
Train:: ep: 188, r: -16.45498374206268, n_steps: 50, elapsed: 00:00:01
Train:: ep: 189, r: -16.882305269884974, n_steps: 50, elapsed: 00:00:01
Train:: ep: 190, r: -19.010862221883304, n_steps: 50, elapsed: 00:00:01
Train:: ep: 191, r: -18.420349920340385, n_steps: 50, elapsed: 00:00:01
Train:: ep: 192, r: -13.286383147275599, n_steps: 50, elapsed: 00:00:01
Train:: ep: 193, r: -14.819528208777294, n_steps: 50, elapsed: 00:00:01
Train:: ep: 194, r: -12.197963596780104, n_steps: 50, elapsed: 00:00:01
Train:: ep: 195, r: -15.049733455482434, n_steps: 50, elapsed: 00:00:01
Train:: ep: 196, r: -14.262333501879047, n_steps: 50, elapsed: 00:00:01
Train:: ep: 197, r: -15.560730809504184, n_steps: 50, elapsed: 00:00:01
Train:: ep: 198, r: -14.518733220115234, n_steps: 50, elapsed: 00:00:01
Train:: ep: 199, r: -12.580566262043043, n_steps: 50, elapsed: 00:00:01
Train:: ep: 200, r: -15.305068126025429, n_steps: 50, elapsed: 00:00:01
Train:: ep: 201, r: -16.429516172675424, n_steps: 50, elapsed: 00:00:01
Train:: ep: 202, r: -15.956552764031201, n_steps: 50, elapsed: 00:00:01
Train:: ep: 203, r: -13.766999146836275, n_steps: 50, elapsed: 00:00:01
Train:: ep: 204, r: -15.241987206030343, n_steps: 50, elapsed: 00:00:01
Train:: ep: 205, r: -12.807139597317919, n_steps: 50, elapsed: 00:00:01
Train:: ep: 206, r: -12.4058027598584, n_steps: 50, elapsed: 00:00:01
Train:: ep: 207, r: -12.691451849283276, n_steps: 50, elapsed: 00:00:01
Train:: ep: 208, r: -16.150532292403792, n_steps: 50, elapsed: 00:00:01
Train:: ep: 209, r: -14.360197170490304, n_steps: 50, elapsed: 00:00:01
Train:: ep: 210, r: -15.482382798514369, n_steps: 50, elapsed: 00:00:01
Train:: ep: 211, r: -11.672551071189671, n_steps: 50, elapsed: 00:00:01
Train:: ep: 212, r: -11.93229885439114, n_steps: 50, elapsed: 00:00:01
Train:: ep: 213, r: -9.788763374175588, n_steps: 50, elapsed: 00:00:01
Train:: ep: 214, r: -14.263713485969904, n_steps: 50, elapsed: 00:00:01
Train:: ep: 215, r: -13.477659612701137, n_steps: 50, elapsed: 00:00:01
Train:: ep: 216, r: -10.32808338125345, n_steps: 50, elapsed: 00:00:01
Train:: ep: 217, r: -17.194349788830124, n_steps: 50, elapsed: 00:00:01
Train:: ep: 218, r: -14.019896498882105, n_steps: 50, elapsed: 00:00:01
Train:: ep: 219, r: -14.399334225880516, n_steps: 50, elapsed: 00:00:01
Train:: ep: 220, r: -12.212426979463105, n_steps: 50, elapsed: 00:00:01
Train:: ep: 221, r: -11.767657667600993, n_steps: 50, elapsed: 00:00:01
Train:: ep: 222, r: -11.872157232398573, n_steps: 50, elapsed: 00:00:01
Train:: ep: 223, r: -13.475418423957986, n_steps: 50, elapsed: 00:00:01
Train:: ep: 224, r: -10.757370228422781, n_steps: 50, elapsed: 00:00:01
Train:: ep: 225, r: -12.731821620448017, n_steps: 50, elapsed: 00:00:01
Train:: ep: 226, r: -13.342978503908514, n_steps: 50, elapsed: 00:00:01
Train:: ep: 227, r: -13.893374483206054, n_steps: 50, elapsed: 00:00:01
Train:: ep: 228, r: -13.196415954236848, n_steps: 50, elapsed: 00:00:01
Train:: ep: 229, r: -12.808465233332337, n_steps: 50, elapsed: 00:00:01
Train:: ep: 230, r: -10.142020484804078, n_steps: 50, elapsed: 00:00:01
Train:: ep: 231, r: -12.314752085284614, n_steps: 50, elapsed: 00:00:01
Train:: ep: 232, r: -11.208675218291255, n_steps: 50, elapsed: 00:00:01
Train:: ep: 233, r: -17.82915824519804, n_steps: 50, elapsed: 00:00:01
Train:: ep: 234, r: -16.54735030423609, n_steps: 50, elapsed: 00:00:01
Train:: ep: 235, r: -10.720733574691398, n_steps: 50, elapsed: 00:00:01
Train:: ep: 236, r: -10.496541300343583, n_steps: 50, elapsed: 00:00:01
Train:: ep: 237, r: -11.74922520618829, n_steps: 50, elapsed: 00:00:01
Train:: ep: 238, r: -17.76586821718232, n_steps: 50, elapsed: 00:00:01
Train:: ep: 239, r: -9.191263432306144, n_steps: 50, elapsed: 00:00:01
Train:: ep: 240, r: -9.584085401113802, n_steps: 50, elapsed: 00:00:01
Train:: ep: 241, r: -9.603791687813526, n_steps: 50, elapsed: 00:00:01
Train:: ep: 242, r: -11.764620722393538, n_steps: 50, elapsed: 00:00:01
Train:: ep: 243, r: -10.00476125567867, n_steps: 50, elapsed: 00:00:01
Train:: ep: 244, r: -12.430940783913192, n_steps: 50, elapsed: 00:00:01
Train:: ep: 245, r: -13.34792368193563, n_steps: 50, elapsed: 00:00:01
Train:: ep: 246, r: -15.630552728663314, n_steps: 50, elapsed: 00:00:01
Train:: ep: 247, r: -16.913179609579625, n_steps: 50, elapsed: 00:00:01
Train:: ep: 248, r: -11.336487350695606, n_steps: 50, elapsed: 00:00:01
Train:: ep: 249, r: -11.396070952247983, n_steps: 50, elapsed: 00:00:01
Train:: ep: 250, r: -10.084689330686743, n_steps: 50, elapsed: 00:00:01
Train:: ep: 251, r: -10.902279139501182, n_steps: 50, elapsed: 00:00:01
Train:: ep: 252, r: -14.43834011017881, n_steps: 50, elapsed: 00:00:01
Train:: ep: 253, r: -10.67112862205893, n_steps: 50, elapsed: 00:00:01
Train:: ep: 254, r: -13.00332605382678, n_steps: 50, elapsed: 00:00:01
Train:: ep: 255, r: -11.032080921420478, n_steps: 50, elapsed: 00:00:01
Train:: ep: 256, r: -15.264691157627507, n_steps: 50, elapsed: 00:00:01
Train:: ep: 257, r: -14.625575365177983, n_steps: 50, elapsed: 00:00:01
Train:: ep: 258, r: -13.48622147369001, n_steps: 50, elapsed: 00:00:01
Train:: ep: 259, r: -12.486328304452204, n_steps: 50, elapsed: 00:00:01
Train:: ep: 260, r: -12.962661656750246, n_steps: 50, elapsed: 00:00:01
Train:: ep: 261, r: -12.806256162021297, n_steps: 50, elapsed: 00:00:01
Train:: ep: 262, r: -8.909138462766053, n_steps: 50, elapsed: 00:00:01
Train:: ep: 263, r: -9.454385451557602, n_steps: 50, elapsed: 00:00:01
Train:: ep: 264, r: -10.44538180077383, n_steps: 50, elapsed: 00:00:01
Train:: ep: 265, r: -15.12717280028005, n_steps: 50, elapsed: 00:00:01
Train:: ep: 266, r: -8.623227493184768, n_steps: 50, elapsed: 00:00:01
Train:: ep: 267, r: -13.89311068668628, n_steps: 50, elapsed: 00:00:01
Train:: ep: 268, r: -11.975728741277793, n_steps: 50, elapsed: 00:00:01
Train:: ep: 269, r: -10.508638996440435, n_steps: 50, elapsed: 00:00:01
Train:: ep: 270, r: -9.375052848358289, n_steps: 50, elapsed: 00:00:01
Train:: ep: 271, r: -11.732343377579696, n_steps: 50, elapsed: 00:00:01
Train:: ep: 272, r: -18.32893072452286, n_steps: 50, elapsed: 00:00:01
Train:: ep: 273, r: -14.791535807697686, n_steps: 50, elapsed: 00:00:01
Train:: ep: 274, r: -12.453753427203061, n_steps: 50, elapsed: 00:00:01
Train:: ep: 275, r: -12.695544038839923, n_steps: 50, elapsed: 00:00:01
Train:: ep: 276, r: -8.650949351589057, n_steps: 50, elapsed: 00:00:01
Train:: ep: 277, r: -14.153991886441322, n_steps: 50, elapsed: 00:00:01
Train:: ep: 278, r: -12.724831893097859, n_steps: 50, elapsed: 00:00:01
Train:: ep: 279, r: -13.109559841831846, n_steps: 50, elapsed: 00:00:01
Train:: ep: 280, r: -11.96026059064589, n_steps: 50, elapsed: 00:00:01
Train:: ep: 281, r: -12.316098164919385, n_steps: 50, elapsed: 00:00:01
Train:: ep: 282, r: -12.83095488232915, n_steps: 50, elapsed: 00:00:01
Train:: ep: 283, r: -10.81393454448194, n_steps: 50, elapsed: 00:00:01
Train:: ep: 284, r: -13.259071060523405, n_steps: 50, elapsed: 00:00:01
Train:: ep: 285, r: -9.426245138589419, n_steps: 50, elapsed: 00:00:01
Train:: ep: 286, r: -15.405355114655663, n_steps: 50, elapsed: 00:00:01
Train:: ep: 287, r: -11.072591932807272, n_steps: 50, elapsed: 00:00:01
Train:: ep: 288, r: -7.825889788531051, n_steps: 50, elapsed: 00:00:01
Train:: ep: 289, r: -15.020426038087779, n_steps: 50, elapsed: 00:00:01
Train:: ep: 290, r: -10.12392623565804, n_steps: 50, elapsed: 00:00:01
Train:: ep: 291, r: -14.505392725036444, n_steps: 50, elapsed: 00:00:01
Train:: ep: 292, r: -13.965253842402841, n_steps: 50, elapsed: 00:00:01
Train:: ep: 293, r: -13.632123135920233, n_steps: 50, elapsed: 00:00:01
Train:: ep: 294, r: -19.791588904077326, n_steps: 50, elapsed: 00:00:01
Train:: ep: 295, r: -8.739391279244947, n_steps: 50, elapsed: 00:00:01
Train:: ep: 296, r: -10.327195576392871, n_steps: 50, elapsed: 00:00:01
Train:: ep: 297, r: -13.005700395401004, n_steps: 50, elapsed: 00:00:01
Train:: ep: 298, r: -8.329794737363244, n_steps: 50, elapsed: 00:00:01
Train:: ep: 299, r: -8.379312249747061, n_steps: 50, elapsed: 00:00:01
Train:: ep: 300, r: -14.111979451427398, n_steps: 50, elapsed: 00:00:01
Train:: ep: 301, r: -10.327911118965467, n_steps: 50, elapsed: 00:00:01
Train:: ep: 302, r: -18.864892680745783, n_steps: 50, elapsed: 00:00:01
Train:: ep: 303, r: -12.294703911251345, n_steps: 50, elapsed: 00:00:01
Train:: ep: 304, r: -14.078945097480457, n_steps: 50, elapsed: 00:00:01
Train:: ep: 305, r: -12.315234202139052, n_steps: 50, elapsed: 00:00:01
Train:: ep: 306, r: -11.55856099194111, n_steps: 50, elapsed: 00:00:01
Train:: ep: 307, r: -14.210949007497865, n_steps: 50, elapsed: 00:00:01
Train:: ep: 308, r: -12.0061756744869, n_steps: 50, elapsed: 00:00:01
Train:: ep: 309, r: -9.590677891690833, n_steps: 50, elapsed: 00:00:01
Train:: ep: 310, r: -17.223178267307713, n_steps: 50, elapsed: 00:00:01
Train:: ep: 311, r: -8.856764620421691, n_steps: 50, elapsed: 00:00:01
Train:: ep: 312, r: -8.064490114299048, n_steps: 50, elapsed: 00:00:01
Train:: ep: 313, r: -11.97218350862492, n_steps: 50, elapsed: 00:00:01
Train:: ep: 314, r: -11.21374527288503, n_steps: 50, elapsed: 00:00:01
Train:: ep: 315, r: -13.527450042334143, n_steps: 50, elapsed: 00:00:01
Train:: ep: 316, r: -11.264578163087322, n_steps: 50, elapsed: 00:00:01
Train:: ep: 317, r: -8.1806517100263, n_steps: 50, elapsed: 00:00:01
Train:: ep: 318, r: -8.925867153415226, n_steps: 50, elapsed: 00:00:01
Train:: ep: 319, r: -10.288477938413973, n_steps: 50, elapsed: 00:00:01
Train:: ep: 320, r: -16.67129807182144, n_steps: 50, elapsed: 00:00:01
Train:: ep: 321, r: -18.052258783076137, n_steps: 50, elapsed: 00:00:01
Train:: ep: 322, r: -9.555642935210384, n_steps: 50, elapsed: 00:00:01
Train:: ep: 323, r: -11.061135485189942, n_steps: 50, elapsed: 00:00:01
Train:: ep: 324, r: -11.878076677478573, n_steps: 50, elapsed: 00:00:05
Train:: ep: 325, r: -6.799242671500839, n_steps: 50, elapsed: 00:00:01
Train:: ep: 326, r: -11.594668059254012, n_steps: 50, elapsed: 00:00:01
